flight,airline_id,source_city_id,destination_city_id,stop_id,class_id,departure_time,arrival_time,duration,days_left,price
SG-387,1,4,2,2,1,Night,Morning,10.67,24,6276
SG-679,1,4,2,2,1,Afternoon,Early_Morning,15.42,24,6276
SG-387,1,4,2,2,1,Night,Night,26.17,24,6276
6E-6917,5,4,2,2,1,Afternoon,Night,6.58,24,6676
UK-720,3,4,2,2,1,Early_Morning,Night,12.92,24,6711
UK-720,3,4,2,2,1,Early_Morning,Night,14.08,24,6711
AI-402,6,4,2,2,1,Morning,Night,10.83,24,6363
AI-526,6,4,2,2,1,Evening,Night,4.92,24,6479
UK-720,3,4,2,2,1,Early_Morning,Evening,10.5,24,6836
UK-708,3,4,2,2,1,Night,Morning,13.33,24,6921
AI-768,6,4,2,2,1,Afternoon,Night,6.67,24,6717
AI-768,6,4,2,2,1,Afternoon,Morning,17.58,24,6717
AI-770,6,4,2,2,1,Night,Morning,13.25,24,6786
AI-770,6,4,2,2,1,Night,Night,26.92,24,6786
SG-337,1,4,2,2,1,Morning,Morning,25.33,24,6906
AI-765,6,4,2,2,1,Night,Evening,20.33,24,6946
UK-778,3,4,2,2,1,Afternoon,Night,7.5,24,7347
UK-738,3,4,2,2,1,Evening,Early_Morning,13.17,24,7347
UK-778,3,4,2,2,1,Afternoon,Early_Morning,16.58,24,7347
6E-725,5,4,2,2,1,Evening,Early_Morning,9.92,24,7012
AI-768,6,4,2,2,1,Afternoon,Night,5.75,24,7032
UK-778,3,4,2,2,1,Afternoon,Night,8.5,24,7557
AI-763,6,4,2,2,1,Early_Morning,Morning,26.75,24,7207
AI-763,6,4,2,2,1,Early_Morning,Night,40.42,24,7207
UK-738,3,4,2,2,1,Evening,Morning,16.83,24,7571
UK-738,3,4,2,2,1,Evening,Afternoon,17.83,24,7571
UK-738,3,4,2,2,1,Evening,Afternoon,19.25,24,7571
UK-738,3,4,2,2,1,Evening,Evening,21.75,24,7571
UK-738,3,4,2,2,1,Evening,Evening,22.92,24,7571
6E-7561,5,4,2,2,1,Early_Morning,Evening,9.17,24,7310
SG-679,1,4,2,2,1,Afternoon,Afternoon,23.5,24,7326
UK-778,3,4,2,2,1,Afternoon,Night,6.67,24,7781
UK-778,3,4,2,2,1,Afternoon,Night,5.92,24,7971
UK-738,3,4,2,2,1,Evening,Morning,16.42,24,7971
UK-738,3,4,2,2,1,Evening,Evening,24.33,24,7971
AI-402,6,4,2,2,1,Morning,Morning,23.33,24,7732
AI-402,6,4,2,2,1,Morning,Night,37.0,24,7732
UK-738,3,4,2,2,1,Evening,Morning,15.0,24,8181
G8-537,4,4,2,2,1,Evening,Night,5.0,24,7958
G8-537,4,4,2,2,1,Evening,Late_Night,9.58,24,7958
G8-537,4,4,2,2,1,Evening,Morning,16.25,24,7958
6.00E-135,5,4,2,2,1,Morning,Evening,5.08,24,7959
6E-893,5,4,2,2,1,Morning,Evening,7.5,24,7959
6E-375,5,4,2,2,1,Early_Morning,Evening,9.5,24,7959
6.00E-135,5,4,2,2,1,Morning,Night,9.75,24,7959
6E-893,5,4,2,2,1,Morning,Evening,10.17,24,8177
6E-893,5,4,2,2,1,Morning,Night,11.67,24,8177
UK-720,3,4,2,2,1,Early_Morning,Evening,11.17,24,8579
AI-768,6,4,2,2,1,Afternoon,Morning,18.25,24,8401
AI-768,6,4,2,2,1,Afternoon,Night,31.92,24,8401
AI-9720,6,4,2,2,1,Early_Morning,Evening,12.25,24,8460
AI-770,6,4,2,2,1,Night,Evening,19.92,24,8478
AI-763,6,4,2,2,1,Early_Morning,Evening,33.42,24,8899
AI-770,6,4,2,2,1,Night,Evening,19.92,24,8938
SG-337,1,4,2,2,1,Morning,Night,14.58,24,8955
UK-776,3,4,2,1,1,Evening,Night,2.75,24,9324
AI-402,6,4,2,2,1,Morning,Evening,30.0,24,9424
6E-6021,5,4,2,2,1,Afternoon,Evening,5.33,24,9896
6E-6021,5,4,2,2,1,Afternoon,Night,6.83,24,9896
6E-6021,5,4,2,2,1,Afternoon,Night,9.5,24,9896
AI-768,6,4,2,2,1,Afternoon,Evening,24.92,24,10093
UK-706,3,4,2,2,1,Morning,Night,12.58,24,10675
UK-706,3,4,2,2,1,Morning,Night,13.58,24,10885
UK-706,3,4,2,2,1,Morning,Evening,6.25,24,10899
AI-768,6,4,2,2,1,Afternoon,Evening,24.92,24,10553
AI-402,6,4,2,2,1,Morning,Evening,30.0,24,10684
UK-706,3,4,2,2,1,Morning,Night,11.75,24,11109
UK-706,3,4,2,2,1,Morning,Evening,8.83,24,11299
UK-706,3,4,2,2,1,Morning,Night,9.83,24,11299
UK-706,3,4,2,2,1,Morning,Night,11.0,24,11299
UK-706,3,4,2,2,1,Morning,Evening,7.42,24,11424
SG-4027,1,4,2,2,1,Morning,Evening,8.67,24,12464
UK-706,3,4,2,2,1,Morning,Evening,8.08,24,13167
UK-706,3,4,2,2,1,Morning,Morning,25.25,24,14937
UK-706,3,4,2,2,1,Morning,Night,10.0,24,15335
UK-706,3,4,2,2,1,Morning,Night,10.5,24,15335
UK-706,3,4,2,2,1,Morning,Night,11.33,24,18249
UK-706,3,4,2,2,1,Morning,Night,11.33,24,18879
I5-1563,2,4,2,3,1,Evening,Early_Morning,11.5,25,3379
I5-582,2,4,2,3,1,Morning,Night,13.17,25,3379
I5-588,2,4,2,2,1,Afternoon,Night,7.08,25,3727
I5-991,2,4,2,2,1,Evening,Late_Night,8.33,25,3727
I5-2991,2,4,2,2,1,Night,Early_Morning,9.67,25,3727
I5-547,2,4,2,2,1,Evening,Early_Morning,10.58,25,3727
I5-2473,2,4,2,2,1,Morning,Night,10.92,25,3727
I5-588,2,4,2,2,1,Afternoon,Late_Night,11.08,25,3727
I5-552,2,4,2,2,1,Early_Morning,Night,14.58,25,3727
I5-2473,2,4,2,2,1,Morning,Late_Night,14.92,25,3727
I5-991,2,4,2,2,1,Evening,Early_Morning,15.0,25,3727
I5-830,2,4,2,2,1,Night,Early_Morning,6.92,25,3987
UK-774,3,4,2,1,1,Night,Night,2.92,25,4499
AI-526,6,4,2,2,1,Evening,Morning,14.67,25,4169
AI-676,6,4,2,1,1,Morning,Afternoon,2.75,25,4253
AI-773,6,4,2,1,1,Evening,Night,2.83,25,4253
UK-772,3,4,2,1,1,Morning,Afternoon,2.58,25,4762
UK-776,3,4,2,1,1,Evening,Night,2.75,25,4762
AI-526,6,4,2,2,1,Evening,Night,4.92,25,4484
G8-512,4,4,2,1,1,Early_Morning,Early_Morning,2.83,25,4499
6.00E-139,5,4,2,1,1,Early_Morning,Morning,2.83,25,4499
G8-7562,4,4,2,1,1,Afternoon,Afternoon,2.83,25,4499
G8-519,4,4,2,1,1,Evening,Night,2.83,25,4499
6E-318,5,4,2,1,1,Late_Night,Early_Morning,2.92,25,4499
6E-6227,5,4,2,1,1,Morning,Afternoon,2.92,25,4499
6E-5327,5,4,2,1,1,Evening,Night,3.08,25,4499
6E-6513,5,4,2,1,1,Morning,Afternoon,3.17,25,4499
6E-7623,5,4,2,2,1,Early_Morning,Afternoon,8.75,25,4743
6E-6087,5,4,2,1,1,Evening,Night,2.83,25,4914
6E-6965,5,4,2,1,1,Afternoon,Evening,3.0,25,4914
6E-6172,5,4,2,2,1,Night,Early_Morning,8.42,25,4912
6E-6172,5,4,2,2,1,Night,Morning,10.75,25,4912
6E-6488,5,4,2,2,1,Morning,Night,11.33,25,5337
SG-242,1,4,2,1,1,Morning,Afternoon,2.75,25,5017
SG-489,1,4,2,1,1,Night,Late_Night,2.83,25,5017
AI-770,6,4,2,2,1,Night,Morning,12.58,25,5102
AI-770,6,4,2,2,1,Night,Morning,13.67,25,5102
AI-770,6,4,2,2,1,Night,Morning,14.75,25,5102
AI-770,6,4,2,2,1,Night,Afternoon,16.33,25,5102
AI-424,6,4,2,2,1,Afternoon,Morning,19.58,25,5102
AI-424,6,4,2,2,1,Afternoon,Morning,20.67,25,5102
AI-770,6,4,2,2,1,Night,Evening,21.5,25,5102
AI-424,6,4,2,2,1,Afternoon,Morning,21.75,25,5102
AI-424,6,4,2,2,1,Afternoon,Afternoon,23.33,25,5102
AI-770,6,4,2,2,1,Night,Evening,23.5,25,5102
AI-424,6,4,2,2,1,Afternoon,Evening,28.5,25,5102
AI-424,6,4,2,2,1,Afternoon,Evening,30.5,25,5102
AI-9745,6,4,2,2,1,Morning,Evening,5.83,25,5121
6E-6488,5,4,2,2,1,Morning,Evening,4.67,25,5337
SG-8264,1,4,2,2,1,Night,Morning,10.75,25,5339
SG-8264,1,4,2,2,1,Night,Morning,11.67,25,5339
SG-8130,1,4,2,2,1,Early_Morning,Night,15.0,25,5339
SG-8130,1,4,2,2,1,Early_Morning,Night,16.0,25,5339
SG-8264,1,4,2,2,1,Night,Night,23.17,25,5339
SG-8264,1,4,2,2,1,Night,Night,24.17,25,5339
SG-8130,1,4,2,2,1,Early_Morning,Morning,26.58,25,5339
SG-8130,1,4,2,2,1,Early_Morning,Morning,27.5,25,5339
G8-792,4,4,2,2,1,Evening,Night,7.17,25,5507
G8-789,4,4,2,2,1,Morning,Night,11.5,25,5507
G8-789,4,4,2,2,1,Morning,Night,12.67,25,5507
G8-792,4,4,2,2,1,Evening,Early_Morning,14.58,25,5507
G8-789,4,4,2,2,1,Morning,Night,14.75,25,5507
G8-704,4,4,2,2,1,Evening,Night,6.5,25,5520
AI-768,6,4,2,2,1,Afternoon,Night,5.75,25,5523
AI-763,6,4,2,2,1,Early_Morning,Afternoon,5.83,25,5523
AI-768,6,4,2,2,1,Afternoon,Night,6.67,25,5523
AI-402,6,4,2,2,1,Morning,Evening,7.58,25,5523
AI-402,6,4,2,2,1,Morning,Evening,9.58,25,5523
AI-402,6,4,2,2,1,Morning,Night,10.83,25,5523
AI-763,6,4,2,2,1,Early_Morning,Evening,11.0,25,5523
AI-402,6,4,2,2,1,Morning,Night,11.17,25,5523
AI-402,6,4,2,2,1,Morning,Night,11.75,25,5523
AI-763,6,4,2,2,1,Early_Morning,Evening,13.0,25,5523
AI-763,6,4,2,2,1,Early_Morning,Night,14.25,25,5523
AI-763,6,4,2,2,1,Early_Morning,Night,14.58,25,5523
AI-763,6,4,2,2,1,Early_Morning,Night,15.17,25,5523
AI-768,6,4,2,2,1,Afternoon,Morning,17.58,25,5523
6E-496,5,4,2,2,1,Early_Morning,Afternoon,5.42,25,5605
6E-496,5,4,2,2,1,Early_Morning,Evening,9.75,25,5605
SG-3839,1,4,2,2,1,Evening,Afternoon,19.25,25,5715
UK-720,3,4,2,2,1,Early_Morning,Afternoon,5.42,25,6067
UK-706,3,4,2,2,1,Morning,Evening,6.25,25,6067
UK-778,3,4,2,2,1,Afternoon,Night,6.67,25,6067
UK-720,3,4,2,2,1,Early_Morning,Afternoon,6.83,25,6067
UK-706,3,4,2,2,1,Morning,Evening,7.42,25,6067
UK-778,3,4,2,2,1,Afternoon,Night,7.5,25,6067
UK-720,3,4,2,2,1,Early_Morning,Afternoon,7.83,25,6067
UK-778,3,4,2,2,1,Afternoon,Night,8.5,25,6067
UK-706,3,4,2,2,1,Morning,Evening,8.83,25,6067
UK-720,3,4,2,2,1,Early_Morning,Evening,9.33,25,6067
UK-720,3,4,2,2,1,Early_Morning,Evening,10.5,25,6067
UK-708,3,4,2,2,1,Night,Early_Morning,11.5,25,6067
UK-706,3,4,2,2,1,Morning,Night,11.75,25,6067
UK-720,3,4,2,2,1,Early_Morning,Evening,11.92,25,6067
UK-706,3,4,2,2,1,Morning,Night,12.58,25,6067
UK-738,3,4,2,2,1,Evening,Early_Morning,13.17,25,6067
UK-706,3,4,2,2,1,Morning,Night,13.58,25,6067
UK-708,3,4,2,2,1,Night,Morning,14.75,25,6067
UK-720,3,4,2,2,1,Early_Morning,Night,14.83,25,6067
UK-708,3,4,2,2,1,Night,Morning,15.17,25,6067
UK-720,3,4,2,2,1,Early_Morning,Night,15.67,25,6067
UK-708,3,4,2,2,1,Night,Afternoon,16.17,25,6067
UK-738,3,4,2,2,1,Evening,Morning,16.42,25,6067
UK-778,3,4,2,2,1,Afternoon,Early_Morning,16.58,25,6067
UK-720,3,4,2,2,1,Early_Morning,Night,16.67,25,6067
UK-738,3,4,2,2,1,Evening,Morning,16.83,25,6067
UK-708,3,4,2,2,1,Night,Afternoon,17.58,25,6067
UK-738,3,4,2,2,1,Evening,Afternoon,17.83,25,6067
UK-708,3,4,2,2,1,Night,Afternoon,18.58,25,6067
UK-738,3,4,2,2,1,Evening,Afternoon,19.25,25,6067
UK-708,3,4,2,2,1,Night,Evening,20.08,25,6067
UK-738,3,4,2,2,1,Evening,Afternoon,20.25,25,6067
UK-708,3,4,2,2,1,Night,Evening,21.25,25,6067
UK-738,3,4,2,2,1,Evening,Evening,21.75,25,6067
UK-708,3,4,2,2,1,Night,Evening,22.67,25,6067
UK-738,3,4,2,2,1,Evening,Evening,22.92,25,6067
UK-738,3,4,2,2,1,Evening,Evening,24.33,25,6067
G8-7560,4,4,2,2,1,Afternoon,Night,6.17,25,5790
G8-7560,4,4,2,2,1,Afternoon,Night,7.33,25,5790
G8-7560,4,4,2,2,1,Afternoon,Night,9.42,25,5790
G8-227,4,4,2,2,1,Early_Morning,Afternoon,6.83,25,5888
G8-102,4,4,2,2,1,Afternoon,Night,6.83,25,5888
G8-102,4,4,2,2,1,Afternoon,Night,7.58,25,5888
G8-102,4,4,2,2,1,Afternoon,Night,8.92,25,5888
G8-227,4,4,2,2,1,Early_Morning,Afternoon,9.58,25,5888
G8-102,4,4,2,2,1,Afternoon,Late_Night,10.33,25,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,10.58,25,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,11.25,25,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,11.58,25,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,13.08,25,5888
G8-102,4,4,2,2,1,Afternoon,Early_Morning,13.92,25,5888
G8-227,4,4,2,2,1,Early_Morning,Night,15.17,25,5888
G8-227,4,4,2,2,1,Early_Morning,Night,15.92,25,5888
AI-770,6,4,2,2,1,Night,Afternoon,19.33,25,6179
SG-387,1,4,2,2,1,Night,Morning,10.67,25,6276
SG-387,1,4,2,2,1,Night,Night,26.17,25,6276
6E-6917,5,4,2,2,1,Afternoon,Night,6.58,25,6676
UK-778,3,4,2,2,1,Afternoon,Night,5.92,25,6711
UK-706,3,4,2,2,1,Morning,Night,9.83,25,6711
UK-706,3,4,2,2,1,Morning,Night,11.0,25,6711
UK-720,3,4,2,2,1,Early_Morning,Night,12.92,25,6711
UK-708,3,4,2,2,1,Night,Morning,13.33,25,6711
UK-720,3,4,2,2,1,Early_Morning,Night,14.08,25,6711
UK-738,3,4,2,2,1,Evening,Morning,15.0,25,6711
AI-765,6,4,2,2,1,Evening,Morning,14.83,25,6368
AI-765,6,4,2,2,1,Evening,Evening,25.0,25,6368
SG-732,1,4,2,2,1,Afternoon,Night,7.92,25,6590
SG-337,1,4,2,2,1,Morning,Night,14.58,25,6590
SG-732,1,4,2,2,1,Afternoon,Morning,16.42,25,6590
SG-337,1,4,2,2,1,Morning,Morning,25.33,25,6590
AI-768,6,4,2,2,1,Afternoon,Afternoon,24.33,25,6600
6E-893,5,4,2,2,1,Morning,Evening,7.5,25,6630
6E-893,5,4,2,2,1,Morning,Evening,10.17,25,6630
6E-893,5,4,2,2,1,Morning,Night,11.67,25,6630
AI-770,6,4,2,2,1,Night,Night,26.92,25,6786
AI-424,6,4,2,2,1,Afternoon,Night,33.92,25,6786
6E-6021,5,4,2,2,1,Afternoon,Evening,5.33,25,7012
6E-6021,5,4,2,2,1,Afternoon,Night,6.83,25,7012
6E-6021,5,4,2,2,1,Afternoon,Night,9.5,25,7012
AI-768,6,4,2,2,1,Afternoon,Night,31.92,25,7207
AI-402,6,4,2,2,1,Morning,Night,37.0,25,7207
6E-7561,5,4,2,2,1,Early_Morning,Evening,9.17,25,7310
G8-537,4,4,2,2,1,Evening,Night,5.0,25,7958
G8-537,4,4,2,2,1,Evening,Late_Night,9.58,25,7958
G8-537,4,4,2,2,1,Evening,Morning,16.25,25,7958
6E-7175,5,4,2,2,1,Afternoon,Night,7.33,25,7959
6E-375,5,4,2,2,1,Early_Morning,Evening,9.5,25,7959
UK-706,3,4,2,2,1,Morning,Evening,8.08,25,8579
AI-770,6,4,2,2,1,Night,Evening,19.92,25,8478
AI-424,6,4,2,2,1,Afternoon,Evening,26.92,25,8478
AI-768,6,4,2,2,1,Afternoon,Evening,24.92,25,8899
AI-402,6,4,2,2,1,Morning,Evening,30.0,25,8899
UK-706,3,4,2,2,1,Morning,Night,10.0,25,9807
UK-706,3,4,2,2,1,Morning,Night,10.5,25,9807
AI-573,6,4,2,2,1,Evening,Morning,14.33,25,9711
UK-706,3,4,2,2,1,Morning,Night,11.33,25,11179
SG-4027,1,4,2,2,1,Morning,Evening,8.67,25,12308
UK-706,3,4,2,2,1,Morning,Morning,25.25,25,12732
UK-706,3,4,2,2,1,Morning,Night,11.33,25,14193
I5-830,2,4,2,2,1,Night,Early_Morning,6.92,26,3379
I5-588,2,4,2,2,1,Afternoon,Night,7.08,26,3379
I5-991,2,4,2,2,1,Evening,Late_Night,8.33,26,3379
I5-2991,2,4,2,2,1,Night,Early_Morning,9.67,26,3379
I5-547,2,4,2,2,1,Evening,Early_Morning,10.58,26,3379
I5-2473,2,4,2,2,1,Morning,Night,10.92,26,3379
I5-588,2,4,2,2,1,Afternoon,Late_Night,11.08,26,3379
I5-1563,2,4,2,3,1,Evening,Early_Morning,11.5,26,3379
I5-2473,2,4,2,2,1,Morning,Late_Night,14.92,26,3379
I5-991,2,4,2,2,1,Evening,Early_Morning,15.0,26,3379
AI-732,6,4,2,2,1,Afternoon,Evening,4.83,26,3381
AI-773,6,4,2,1,1,Evening,Night,2.83,26,3723
I5-582,2,4,2,3,1,Morning,Night,13.17,26,3727
UK-772,3,4,2,1,1,Morning,Afternoon,2.58,26,4499
UK-776,3,4,2,1,1,Evening,Night,2.75,26,4499
UK-774,3,4,2,1,1,Night,Night,2.92,26,4499
AI-526,6,4,2,2,1,Evening,Night,4.92,26,4169
AI-676,6,4,2,1,1,Morning,Afternoon,2.75,26,4253
I5-552,2,4,2,2,1,Early_Morning,Night,14.58,26,4267
6E-318,5,4,2,1,1,Late_Night,Early_Morning,2.83,26,4499
G8-512,4,4,2,1,1,Early_Morning,Early_Morning,2.83,26,4499
G8-7562,4,4,2,1,1,Afternoon,Afternoon,2.83,26,4499
G8-519,4,4,2,1,1,Evening,Night,2.83,26,4499
6E-6214,5,4,2,1,1,Morning,Afternoon,3.0,26,4499
6E-5327,5,4,2,1,1,Evening,Night,3.0,26,4499
6.00E-139,5,4,2,1,1,Early_Morning,Morning,3.17,26,4499
6E-6513,5,4,2,1,1,Morning,Afternoon,3.17,26,4499
6E-7623,5,4,2,2,1,Early_Morning,Afternoon,8.75,26,4743
AI-9745,6,4,2,2,1,Morning,Evening,5.83,26,4846
6E-6965,5,4,2,1,1,Afternoon,Evening,3.0,26,4914
6E-6172,5,4,2,2,1,Night,Early_Morning,6.5,26,4912
6E-6172,5,4,2,2,1,Night,Early_Morning,8.42,26,4912
6E-6172,5,4,2,2,1,Night,Morning,10.75,26,4912
6E-6488,5,4,2,2,1,Morning,Night,11.33,26,5337
SG-242,1,4,2,1,1,Morning,Afternoon,2.75,26,5017
SG-489,1,4,2,1,1,Night,Late_Night,2.83,26,5017
AI-770,6,4,2,2,1,Night,Morning,12.58,26,5102
AI-770,6,4,2,2,1,Night,Morning,13.67,26,5102
AI-770,6,4,2,2,1,Night,Morning,14.75,26,5102
AI-770,6,4,2,2,1,Night,Evening,21.5,26,5102
AI-770,6,4,2,2,1,Night,Evening,23.5,26,5102
6E-6488,5,4,2,2,1,Morning,Evening,4.67,26,5337
SG-8264,1,4,2,2,1,Night,Morning,10.75,26,5339
SG-8264,1,4,2,2,1,Night,Morning,11.67,26,5339
SG-8130,1,4,2,2,1,Early_Morning,Night,15.0,26,5339
SG-8130,1,4,2,2,1,Early_Morning,Night,16.0,26,5339
SG-8264,1,4,2,2,1,Night,Night,23.17,26,5339
SG-8264,1,4,2,2,1,Night,Night,24.17,26,5339
SG-8130,1,4,2,2,1,Early_Morning,Morning,26.58,26,5339
SG-8130,1,4,2,2,1,Early_Morning,Morning,27.5,26,5339
G8-792,4,4,2,2,1,Evening,Night,7.17,26,5507
G8-789,4,4,2,2,1,Morning,Night,10.67,26,5507
G8-789,4,4,2,2,1,Morning,Night,11.83,26,5507
G8-789,4,4,2,2,1,Morning,Night,13.92,26,5507
G8-792,4,4,2,2,1,Evening,Early_Morning,14.58,26,5507
G8-704,4,4,2,2,1,Evening,Night,6.5,26,5520
AI-768,6,4,2,2,1,Afternoon,Night,5.75,26,5523
AI-763,6,4,2,2,1,Early_Morning,Afternoon,5.83,26,5523
AI-768,6,4,2,2,1,Afternoon,Night,6.67,26,5523
AI-402,6,4,2,2,1,Morning,Evening,7.58,26,5523
AI-402,6,4,2,2,1,Morning,Evening,9.58,26,5523
AI-402,6,4,2,2,1,Morning,Night,10.83,26,5523
AI-763,6,4,2,2,1,Early_Morning,Evening,11.0,26,5523
AI-402,6,4,2,2,1,Morning,Night,11.17,26,5523
AI-402,6,4,2,2,1,Morning,Night,11.75,26,5523
AI-763,6,4,2,2,1,Early_Morning,Evening,13.0,26,5523
AI-763,6,4,2,2,1,Early_Morning,Night,14.25,26,5523
AI-763,6,4,2,2,1,Early_Morning,Night,14.58,26,5523
AI-763,6,4,2,2,1,Early_Morning,Night,15.17,26,5523
AI-768,6,4,2,2,1,Afternoon,Morning,17.58,26,5523
6E-496,5,4,2,2,1,Early_Morning,Afternoon,5.42,26,5605
6E-893,5,4,2,2,1,Morning,Evening,7.5,26,5605
6E-496,5,4,2,2,1,Early_Morning,Evening,9.75,26,5605
6E-725,5,4,2,2,1,Evening,Early_Morning,9.92,26,5605
6E-893,5,4,2,2,1,Morning,Evening,10.17,26,5605
6E-893,5,4,2,2,1,Morning,Night,11.67,26,5605
AI-747,6,4,2,2,1,Night,Morning,9.33,26,5616
SG-3839,1,4,2,2,1,Evening,Afternoon,19.25,26,5715
UK-720,3,4,2,2,1,Early_Morning,Afternoon,5.42,26,6067
UK-706,3,4,2,2,1,Morning,Evening,6.25,26,6067
UK-778,3,4,2,2,1,Afternoon,Night,6.67,26,6067
UK-720,3,4,2,2,1,Early_Morning,Afternoon,6.83,26,6067
UK-706,3,4,2,2,1,Morning,Evening,7.42,26,6067
UK-778,3,4,2,2,1,Afternoon,Night,7.5,26,6067
UK-720,3,4,2,2,1,Early_Morning,Afternoon,7.83,26,6067
UK-778,3,4,2,2,1,Afternoon,Night,8.5,26,6067
UK-706,3,4,2,2,1,Morning,Evening,8.83,26,6067
UK-720,3,4,2,2,1,Early_Morning,Evening,9.33,26,6067
UK-720,3,4,2,2,1,Early_Morning,Evening,10.5,26,6067
UK-708,3,4,2,2,1,Night,Early_Morning,11.5,26,6067
UK-706,3,4,2,2,1,Morning,Night,11.75,26,6067
UK-720,3,4,2,2,1,Early_Morning,Evening,11.92,26,6067
UK-706,3,4,2,2,1,Morning,Night,12.58,26,6067
UK-738,3,4,2,2,1,Evening,Early_Morning,13.17,26,6067
UK-706,3,4,2,2,1,Morning,Night,13.58,26,6067
UK-708,3,4,2,2,1,Night,Morning,14.75,26,6067
UK-720,3,4,2,2,1,Early_Morning,Night,14.83,26,6067
UK-708,3,4,2,2,1,Night,Morning,15.17,26,6067
UK-720,3,4,2,2,1,Early_Morning,Night,15.67,26,6067
UK-708,3,4,2,2,1,Night,Afternoon,16.17,26,6067
UK-738,3,4,2,2,1,Evening,Morning,16.42,26,6067
UK-778,3,4,2,2,1,Afternoon,Early_Morning,16.58,26,6067
UK-720,3,4,2,2,1,Early_Morning,Night,16.67,26,6067
UK-738,3,4,2,2,1,Evening,Morning,16.83,26,6067
UK-708,3,4,2,2,1,Night,Afternoon,17.58,26,6067
UK-738,3,4,2,2,1,Evening,Afternoon,17.83,26,6067
UK-708,3,4,2,2,1,Night,Afternoon,18.58,26,6067
UK-738,3,4,2,2,1,Evening,Afternoon,19.25,26,6067
UK-708,3,4,2,2,1,Night,Evening,20.08,26,6067
UK-738,3,4,2,2,1,Evening,Afternoon,20.25,26,6067
UK-708,3,4,2,2,1,Night,Evening,21.25,26,6067
UK-738,3,4,2,2,1,Evening,Evening,21.75,26,6067
UK-708,3,4,2,2,1,Night,Evening,22.67,26,6067
UK-738,3,4,2,2,1,Evening,Evening,22.92,26,6067
UK-738,3,4,2,2,1,Evening,Evening,24.33,26,6067
G8-7560,4,4,2,2,1,Afternoon,Night,6.17,26,5790
G8-7560,4,4,2,2,1,Afternoon,Night,7.33,26,5790
G8-7560,4,4,2,2,1,Afternoon,Night,9.42,26,5790
G8-227,4,4,2,2,1,Early_Morning,Afternoon,6.83,26,5888
G8-227,4,4,2,2,1,Early_Morning,Afternoon,9.58,26,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,10.58,26,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,11.25,26,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,11.58,26,5888
G8-227,4,4,2,2,1,Early_Morning,Evening,13.08,26,5888
G8-227,4,4,2,2,1,Early_Morning,Night,15.17,26,5888
G8-227,4,4,2,2,1,Early_Morning,Night,15.92,26,5888
AI-770,6,4,2,2,1,Night,Afternoon,19.33,26,5917
SG-387,1,4,2,2,1,Night,Morning,10.67,26,6276
SG-679,1,4,2,2,1,Afternoon,Early_Morning,15.42,26,6276
SG-679,1,4,2,2,1,Afternoon,Afternoon,23.5,26,6276
SG-387,1,4,2,2,1,Night,Night,26.17,26,6276
6.00E-282,5,4,2,3,1,Afternoon,Evening,6.83,26,6279
6E-6917,5,4,2,2,1,Afternoon,Night,6.58,26,6676
UK-778,3,4,2,2,1,Afternoon,Night,5.92,26,6711
UK-706,3,4,2,2,1,Morning,Night,9.83,26,6711
UK-706,3,4,2,2,1,Morning,Night,11.0,26,6711
UK-720,3,4,2,2,1,Early_Morning,Night,12.92,26,6711
UK-708,3,4,2,2,1,Night,Morning,13.33,26,6711
UK-720,3,4,2,2,1,Early_Morning,Night,14.08,26,6711
UK-738,3,4,2,2,1,Evening,Morning,15.0,26,6711
AI-765,6,4,2,2,1,Evening,Morning,13.17,26,6368
AI-765,6,4,2,2,1,Evening,Evening,22.17,26,6368
6E-7561,5,4,2,2,1,Early_Morning,Evening,9.17,26,6533
SG-337,1,4,2,2,1,Morning,Night,14.58,26,6590
SG-337,1,4,2,2,1,Morning,Morning,25.33,26,6590
AI-763,6,4,2,2,1,Early_Morning,Afternoon,8.83,26,6600
G8-102,4,4,2,2,1,Afternoon,Night,6.83,26,6883
G8-102,4,4,2,2,1,Afternoon,Night,7.58,26,6883
G8-102,4,4,2,2,1,Afternoon,Night,8.92,26,6883
G8-102,4,4,2,2,1,Afternoon,Late_Night,10.33,26,6883
G8-102,4,4,2,2,1,Afternoon,Early_Morning,13.92,26,6883
6E-6021,5,4,2,2,1,Afternoon,Evening,5.33,26,7012
6E-6021,5,4,2,2,1,Afternoon,Night,6.83,26,7012
6E-6021,5,4,2,2,1,Afternoon,Night,9.5,26,7012
AI-729,6,4,2,3,1,Morning,Night,12.33,26,7179
AI-9741,6,4,2,3,1,Early_Morning,Night,16.25,26,7179
AI-9755,6,4,2,3,1,Morning,Night,13.5,26,7368
G8-537,4,4,2,2,1,Evening,Night,5.0,26,7958
G8-537,4,4,2,2,1,Evening,Late_Night,9.58,26,7958
G8-537,4,4,2,2,1,Evening,Morning,16.25,26,7958
6.00E-135,5,4,2,2,1,Morning,Evening,5.08,26,7959
6E-375,5,4,2,2,1,Early_Morning,Evening,9.5,26,7959
